price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,LONGITUDE,LATITUDE
4165000,4840,3,1,2,yes,no,no,no,no,1,no,semi-furnished,12.929162,77.629041
4165000,4080,3,1,2,yes,no,no,no,no,2,no,semi-furnished,18.5823,73.983
4165000,4046,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,19.218498,72.992114
4130000,4632,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,31.097061,77.154897
4130000,5985,3,1,1,yes,no,yes,no,no,0,no,semi-furnished,28.397468,76.945489
4123000,6060,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,18.966114,73.148278
4098500,3600,3,1,1,yes,no,yes,no,yes,0,yes,furnished,22.56972,88.36972
4095000,3680,3,2,2,yes,no,no,no,no,0,no,semi-furnished,26.532207,75.520538
4095000,4040,2,1,2,yes,no,no,no,no,1,no,semi-furnished,19.062322,72.880754
4095000,5600,2,1,1,yes,no,no,no,yes,0,no,semi-furnished,30.768683,76.650876
4060000,5900,4,2,2,no,no,yes,no,no,1,no,unfurnished,19.18,72.96333
4060000,4992,3,2,2,yes,no,no,no,no,2,no,unfurnished,26.209302,78.194369
4060000,4340,3,1,1,yes,no,no,no,no,0,no,semi-furnished,20.084522,72.900306
4060000,3000,4,1,3,yes,no,yes,no,yes,2,no,semi-furnished,12.96991,77.59796
4060000,4320,3,1,2,yes,no,no,no,no,2,yes,furnished,19.283359,72.864964
4025000,3630,3,2,2,yes,no,no,yes,no,2,no,semi-furnished,23.185756,77.498465
4025000,3460,3,2,1,yes,no,yes,no,yes,1,no,furnished,13.23,77.7
4025000,5400,3,1,1,yes,no,no,no,no,3,no,semi-furnished,9.930471,76.271273
4007500,4500,3,1,2,no,no,yes,no,yes,0,no,semi-furnished,22.54111,88.33778
4007500,3460,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,20.379289,72.932048
3990000,4100,4,1,1,no,no,yes,no,no,0,no,unfurnished,22.340396,73.19706
3990000,6480,3,1,2,no,no,no,no,yes,1,no,semi-furnished,50.817397,4.42145
3990000,4500,3,2,2,no,no,yes,no,yes,0,no,semi-furnished,22.281878,70.752639
3990000,3960,3,1,2,yes,no,no,no,no,0,no,furnished,13.010349,77.712151
3990000,4050,2,1,2,yes,yes,yes,no,no,0,yes,unfurnished,12.96991,77.59796
3920000,7260,3,2,1,yes,yes,yes,no,no,3,no,furnished,22.1764,75.8193
3920000,5500,4,1,2,yes,yes,yes,no,no,0,no,semi-furnished,19.18,72.96333
3920000,3000,3,1,2,yes,no,no,no,no,0,no,semi-furnished,24.69028,78.41889
3920000,3290,2,1,1,yes,no,no,yes,no,1,no,furnished,23.259859,77.427777
3920000,3816,2,1,1,yes,no,yes,no,yes,2,no,furnished,19.049989,73.077321
3920000,8080,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,19.1145,72.8712
3920000,2145,4,2,1,yes,no,yes,no,no,0,yes,unfurnished,22.403867,88.470006
3885000,3780,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished,12.919987,77.489265
3885000,3180,4,2,2,yes,no,no,no,no,0,no,furnished,28.409274,77.322293
3850000,5300,5,2,2,yes,no,no,no,no,0,no,semi-furnished,22.1764,75.8193
3850000,3180,2,2,1,yes,no,yes,no,no,2,no,semi-furnished,30.662283,76.822397
3850000,7152,3,1,2,yes,no,no,no,yes,0,no,furnished,16.198332,77.34239
3850000,4080,2,1,1,yes,no,no,no,no,0,no,semi-furnished,28.874383,77.113251
3850000,3850,2,1,1,yes,no,no,no,no,0,no,semi-furnished,13.0306,77.6485
3850000,2015,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished,26.91868,75.750399
3850000,2176,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished,22.288976,73.128222
3836000,3350,3,1,2,yes,no,no,no,no,0,no,unfurnished,19.139348,72.820458
3815000,3150,2,2,1,no,no,yes,no,no,0,no,semi-furnished,19.0167,72.8167
3780000,4820,3,1,2,yes,no,no,no,no,0,no,semi-furnished,28.874383,77.113251
3780000,3420,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,13.0583,77.5732
3780000,3600,2,1,1,yes,no,no,no,no,0,no,semi-furnished,12.91668,77.59196
3780000,5830,2,1,1,yes,no,no,no,no,2,no,unfurnished,13.010349,77.712151
3780000,2856,3,1,3,yes,no,no,no,no,0,yes,furnished,26.928785,75.828002
3780000,8400,2,1,1,yes,no,no,no,no,1,no,furnished,12.863492,77.74143
3773000,8250,3,1,1,yes,no,no,no,no,2,no,furnished,13.09,80.27
3773000,2520,5,2,1,no,no,yes,no,yes,1,no,furnished,21.800275,72.604993
3773000,6930,4,1,2,no,no,no,no,no,1,no,furnished,18.973908,73.025106
3745000,3480,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,20.742166,80.104602
3710000,3600,3,1,1,yes,no,no,no,no,1,no,unfurnished,22.519728,88.38573
3710000,4040,2,1,1,yes,no,no,no,no,0,no,semi-furnished,12.96991,77.59796
3710000,6020,3,1,1,yes,no,no,no,no,0,no,semi-furnished,28.548382,77.327819
3710000,4050,2,1,1,yes,no,no,no,no,0,no,furnished,19.05871,72.89969
3710000,3584,2,1,1,yes,no,no,yes,no,0,no,semi-furnished,12.980033,77.699328
3703000,3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished,25.3945,81.8615
3703000,5450,2,1,1,yes,no,no,no,no,0,no,furnished,28.644695,77.338956
3675000,3630,2,1,1,yes,no,yes,no,no,0,no,furnished,22.727017,75.934041
3675000,3630,2,1,1,yes,no,no,no,yes,0,no,unfurnished,28.560719,77.386208
3675000,5640,2,1,1,no,no,no,no,no,0,no,semi-furnished,29.9055,75.2547
3675000,3600,2,1,1,yes,no,no,no,no,0,no,furnished,22.54111,88.33778
3640000,4280,2,1,1,yes,no,no,no,yes,2,no,semi-furnished,13.23,77.7
3640000,3570,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,11.931023,79.828222
3640000,3180,3,1,2,no,no,yes,no,no,0,no,semi-furnished,21.189685,72.841062
3640000,3000,2,1,2,yes,no,no,no,yes,0,no,furnished,9.893479,76.408774
3640000,3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished,12.9974,80.0966
3640000,5960,3,1,2,yes,yes,yes,no,no,0,no,unfurnished,21,77
3640000,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished,24.69028,78.41889
3640000,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished,16.531879,80.670951
3640000,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished,26.222384,85.862108
3633000,3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished,12.8706,77.6279
3605000,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished,24.69028,78.41889
3605000,4000,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,22.12947,73.41756
3570000,3150,3,1,2,yes,no,yes,no,no,0,no,furnished,21.105779,79.078497
3570000,4500,4,2,2,yes,no,yes,no,no,2,no,furnished,12.840956,77.659441
3570000,4500,2,1,1,no,no,no,no,no,0,no,furnished,12.88784,77.654131
3570000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,13.034709,80.105584
3535000,3850,3,1,1,yes,no,no,no,no,2,no,unfurnished,28.629811,77.434197
3500000,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,19.147866,72.932609
3500000,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished,30.698017,76.679016
3500000,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished,28.368269,77.37273
3500000,2135,3,2,2,no,no,no,no,no,0,no,unfurnished,26.91868,75.750399
3500000,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,12.808137,77.58308
3500000,3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished,20.277511,85.810411
3500000,7424,3,1,1,no,no,no,no,no,0,no,unfurnished,21.235342,72.917751
3500000,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished,28.2102,76.8606
3500000,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished,12.732961,77.707059
3500000,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished,28.689982,77.339807
3500000,5900,2,1,1,yes,no,no,no,no,1,no,furnished,22.617564,88.427982
3500000,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished,12.96991,77.59796
3500000,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished,19.12,72.91
3500000,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished,22.221142,88.281267
3500000,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished,26.900926,75.775927
3500000,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished,12.9259,77.6229
3500000,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished,27.56667,80.68333
3493000,4900,3,1,2,no,no,no,no,no,0,no,unfurnished,26.157856,91.827348
3465000,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished,13.04034,77.591347
3465000,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished,12.96991,77.59796
3465000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,19.12,72.91
3430000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,22.5,88.35
3430000,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished,19.050992,73.017947
3430000,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished,30.684523,76.691728
3430000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,28.488415,77.285903
3430000,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished,27.16726,75.709505
3430000,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished,10.999392,76.997254
3423000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,18.5993,73.7625
3395000,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished,13.04034,77.591347
3395000,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished,10.036626,77.482482
3395000,3640,2,1,1,yes,no,no,no,no,0,no,furnished,12.925027,80.235348
3360000,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished,28.535783,77.400502
3360000,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished,12.985206,77.663799
3360000,4120,2,1,2,yes,no,no,no,no,0,no,unfurnished,18.5853,73.7413
3360000,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished,20.042481,74.473635
3360000,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished,19.2167,73.0833
3360000,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished,30.651192,76.755011
3360000,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished,30.387136,75.865105
3360000,3185,2,1,1,yes,no,yes,no,no,2,no,furnished,30.692243,76.750614
3353000,2700,3,1,1,no,no,no,no,no,0,no,furnished,23.19635,72.633149
3332000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,12.96991,77.59796
3325000,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished,18.510418,73.781944
3325000,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished,11,76.96667
3290000,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished,24.69028,78.41889
3290000,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished,28.66667,77.41667
3290000,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished,9.930471,76.271273
3290000,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished,28.21,76.87
3290000,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished,19.049989,73.077321
3290000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,19.256471,72.868815
3290000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,31.325966,75.573641
3290000,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished,26.809242,75.741434
3255000,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished,28.406388,77.342588
3255000,3930,2,1,1,no,no,no,no,no,0,no,unfurnished,28.583704,77.360401
3234000,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished,19.05871,72.89969
3220000,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished,19.1615,72.8731
3220000,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished,28.546788,77.378494
3220000,4320,3,1,1,no,no,no,no,no,1,no,unfurnished,28.548382,77.327819
3220000,3120,3,1,2,no,no,no,no,no,0,no,furnished,10.526103,76.19383
3150000,3450,1,1,1,yes,no,no,no,no,0,no,furnished,12.9847,77.5491
3150000,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished,21.23994,72.85652
3150000,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished,28.47944,76.971432
3150000,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished,19.1145,72.8712
3150000,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished,24.69028,78.41889
3150000,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,26.832353,75.841749
3150000,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished,13.04724,80.111421
3150000,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished,9.935413,76.298608
3150000,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished,28.595305,77.347365
3143000,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,18.966114,73.148278
3129000,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished,28.576117,77.382136
3118850,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,13.04034,77.591347
3115000,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished,18.4,76.58333
3115000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,18.52361,73.84778
3115000,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished,30.594843,76.84983
3087000,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished,18.531343,73.877715
3080000,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished,12.96991,77.59796
3080000,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished,28.362327,76.979049
3080000,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished,19.147866,72.932609
3080000,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,22.53028,88.33417
3045000,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished,12.846186,77.693554
3010000,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished,24.69028,78.41889
3010000,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished,28.526624,77.376718
3010000,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished,12.8682,77.5321
3010000,4600,2,1,1,yes,no,no,no,no,0,no,furnished,26.781748,81.006714
3010000,5076,3,1,1,no,no,no,no,no,0,no,unfurnished,20.029201,73.787918
3010000,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished,19.216097,72.821721
3010000,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished,21.19233,79.062102
3003000,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished,18.440853,73.90536
2975000,4352,4,1,2,no,no,no,no,no,1,no,unfurnished,12.96991,77.59796
2961000,3000,2,1,2,yes,no,no,no,no,0,no,semi-furnished,12.96991,77.59796
2940000,5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished,21.174686,79.045846
2940000,4960,2,1,1,yes,no,no,no,no,0,no,unfurnished,12.96991,77.59796
2940000,3600,3,1,2,no,no,no,no,no,1,no,unfurnished,19.049989,73.077321
2940000,3660,4,1,2,no,no,no,no,no,0,no,unfurnished,12.86,77.786
2940000,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished,19.18,72.96333
2940000,2700,2,1,1,no,no,no,no,no,0,no,furnished,20.100361,79.103607
2940000,3150,3,1,2,no,no,no,no,no,0,no,unfurnished,19.148338,72.995687
2940000,6615,3,1,2,yes,no,no,no,no,0,no,semi-furnished,12.9182,80.0824
2870000,3040,2,1,1,no,no,no,no,no,0,no,unfurnished,19.2167,73.0833
2870000,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished,13.11389,77.59833
2870000,6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished,23.507414,87.395907
2870000,5400,4,1,2,yes,no,no,no,no,0,no,unfurnished,18.52361,73.84778
2852500,5200,4,1,3,yes,no,no,no,no,0,no,unfurnished,22.54111,88.33778
2835000,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished,20.167837,72.77484
2835000,4350,3,1,2,no,no,no,yes,no,1,no,unfurnished,12.890308,74.833347
2835000,2640,2,1,1,no,no,no,no,no,1,no,furnished,13.09,80.27
2800000,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished,22.529,88.368
2800000,3960,3,1,1,yes,no,no,no,no,0,no,furnished,23.554673,87.274204
2730000,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished,21.15389,79.08306
2730000,4000,3,1,2,yes,no,no,no,no,1,no,unfurnished,19.2836,72.8675
2695000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,28.9196,76.8972
2660000,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished,26.91667,75.86667
2660000,2000,2,1,2,yes,no,no,no,no,0,no,semi-furnished,26.781748,81.006714
2660000,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished,28.577673,77.389781
2660000,2800,3,1,1,yes,no,no,no,no,0,no,unfurnished,26.736714,88.447713
2660000,2430,3,1,1,no,no,no,no,no,0,no,unfurnished,22.403867,88.470006
2660000,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished,30.689021,76.860403
2660000,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished,28.582887,77.339935
2653000,3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished,17.68333,75.91667
2653000,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished,12.896796,77.5724
2604000,2910,2,1,1,no,no,no,no,no,0,no,unfurnished,18.558319,73.77588
2590000,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished,19.161955,72.839616
2590000,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished,9.930471,76.271273
2590000,3600,2,2,2,yes,no,yes,no,no,1,no,furnished,28.429614,77.481711
2520000,2880,3,1,1,no,no,no,no,no,0,no,unfurnished,12.935541,77.680684
2520000,3180,3,1,1,no,no,no,no,no,0,no,unfurnished,19.1759,72.9522
2520000,3000,2,1,2,yes,no,no,no,no,0,no,furnished,21.178534,79.646656
2485000,4400,3,1,2,yes,no,no,no,no,0,no,unfurnished,28.9196,76.8972
2485000,3000,3,1,2,no,no,no,no,no,0,no,semi-furnished,22.328394,73.176639
2450000,3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished,26.265915,73.004593
2450000,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished,23.280294,77.365731
2450000,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished,22.288976,73.128222
2450000,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished,24.69028,78.41889
2450000,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished,28.698133,77.335746
2450000,7700,2,1,1,yes,no,no,no,no,0,no,unfurnished,24.69028,78.41889
2408000,3635,2,1,1,no,no,no,no,no,0,no,unfurnished,21.163131,81.306849
2380000,2475,3,1,2,yes,no,no,no,no,0,no,furnished,13.114624,80.188519
2380000,2787,4,2,2,yes,no,no,no,no,0,no,furnished,18.47954,73.875229
2380000,3264,2,1,1,yes,no,no,no,no,0,no,unfurnished,19.256471,72.868815
2345000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,18.651598,73.735448
2310000,3180,2,1,1,yes,no,no,no,no,0,no,unfurnished,12.86,77.786
2275000,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished,12.905368,77.580403
2275000,3970,1,1,1,no,no,no,no,no,0,no,unfurnished,19.05871,72.89969
2275000,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished,19.218498,72.992114
2240000,1950,3,1,1,no,no,no,yes,no,0,no,unfurnished,18.439098,74.35197
2233000,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished,18.49667,73.94167
2135000,3000,2,1,1,no,no,no,no,no,0,no,unfurnished,28.41667,77.3
2100000,2400,3,1,2,yes,no,no,no,no,0,no,unfurnished,24.6902,78.416
2100000,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished,28.990399,77.059442
2100000,3360,2,1,1,yes,no,no,no,no,1,no,unfurnished,26.9883,75.5846
1960000,3420,5,1,2,no,no,no,no,no,0,no,unfurnished,22.5922,88.484911
1890000,1700,3,1,2,yes,no,no,no,no,0,no,unfurnished,28.574502,77.328608
1890000,3649,2,1,1,yes,no,no,no,no,0,no,unfurnished,28.9196,76.8972
1855000,2990,2,1,1,no,no,no,no,no,1,no,unfurnished,16.498436,80.653706
1820000,3000,2,1,1,yes,no,yes,no,no,2,no,unfurnished,18.129209,76.758924
1767150,2400,3,1,1,no,no,no,no,no,0,no,semi-furnished,22.3,73.2
1750000,3620,2,1,1,yes,no,no,no,no,0,no,unfurnished,12.9816,77.6729
1750000,2910,3,1,1,no,no,no,no,no,0,no,furnished,18.96667,72.83333
1750000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,28.440728,77.114195
